date,season,year,month,hour,holiday,weekday,workingday,weather,temp,feels_like,hum,windspeed
2012-03-08,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284
2012-03-08,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284
2012-03-08,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881
2012-03-08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881
2012-03-08,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836
2012-03-08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239
2012-03-08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537
2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582
2012-03-08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881
2012-03-08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627
2012-03-08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627
2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627
2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478
2012-03-08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418
2012-03-08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418
2012-03-08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866
2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418
2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567
2012-03-08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522
2012-03-08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478
2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881
2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881
2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284
2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478
2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896
2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0
2012-03-17,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0
2012-03-17,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0
2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0
2012-03-17,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896
2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.19399999999999998
2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343
2012-03-17,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045
2012-03-17,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896
2012-03-17,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896
2012-03-17,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343
2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642
2012-03-17,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045
2012-03-17,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896
2012-03-17,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343
2012-03-17,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0
2012-03-17,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343
2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985
2012-03-17,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836
2012-03-17,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.19399999999999998
2012-03-17,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642
2012-03-17,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0
2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642
2012-05-10,2,1,5,0,0,4,1,3,0.5,0.4848,0.77,0.1642
2012-05-10,2,1,5,1,0,4,1,2,0.48,0.4697,0.88,0.1343
2012-05-10,2,1,5,2,0,4,1,2,0.48,0.4697,0.88,0.1045
2012-05-10,2,1,5,3,0,4,1,1,0.46,0.4545,0.88,0.2239
2012-05-10,2,1,5,4,0,4,1,1,0.46,0.4545,0.77,0.19399999999999998
2012-05-10,2,1,5,5,0,4,1,1,0.46,0.4545,0.72,0.2985
2012-05-10,2,1,5,6,0,4,1,1,0.44,0.4394,0.72,0.2239
2012-05-10,2,1,5,7,0,4,1,1,0.44,0.4394,0.72,0.2985
2012-05-10,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582
2012-05-10,2,1,5,9,0,4,1,1,0.5,0.4848,0.59,0.4627
2012-05-10,2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179
